SEQUENCE ID;PFAM;GBA_AA;GBA_AB;GBA_AC;GBA_AD;GBA_AE;GBA_AF;GBA_AG;GBA_AH;GBA_AI
gba_locus_3008_iso_2_len_4739_ver_2;PF02042.8;3,25;4,43;3,67;4,04;4,15;4,35;4,10;3,33;3,44
gba_locus_30090_iso_1_len_341_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,99;0,00
gba_locus_30094_iso_1_len_832_ver_2;PF01535.13;0,02;0,91;1,54;-0,11;1,13;1,01;1,43;1,35;-0,16
gba_locus_30095_iso_1_len_325_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,36
gba_locus_3009_iso_5_len_2600_ver_2;PF00749.14;5,34;5,36;5,63;4,82;5,69;4,65;4,91;6,03;5,82
gba_locus_300_iso_5_len_1796_ver_2;PF01370.14;6,19;4,44;4,64;5,47;4,93;6,33;6,20;4,53;7,40
gba_locus_30102_iso_1_len_414_ver_2;PF01535.13;0,00;0,89;0,51;0,76;0,00;0,66;1,72;1,72;0,88
gba_locus_30103_iso_1_len_288_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30106_iso_1_len_728_ver_2;PF00026.16;3,96;0,00;2,38;-0,20;0,43;2,62;2,93;0,36;0,00
gba_locus_30107_iso_1_len_1024_ver_2;not hit found;0,99;0,01;2,49;0,35;1,75;0,71;0,75;2,17;0,01
gba_locus_30109_iso_1_len_286_ver_2;not hit found;0,00;1,36;0,00;0,00;0,00;0,00;1,77;0,00;0,00
gba_locus_3010_iso_2_len_540_ver_2;not hit found;7,15;7,25;7,40;7,09;7,36;7,50;7,71;7,58;7,87
gba_locus_30110_iso_1_len_360_ver_2;PF04862.5;0,00;1,23;0,00;0,89;0,00;0,00;0,00;2,31;0,00
gba_locus_30112_iso_1_len_422_ver_2;PF05199.6;0,00;1,18;0,00;0,50;0,00;0,00;0,00;0,00;1,89
gba_locus_30116_iso_1_len_1194_ver_2;PF00847.13;5,04;3,31;4,30;8,18;6,43;2,13;-1,00;4,80;4,02
gba_locus_30118_iso_1_len_285_ver_2;not hit found;1,46;0,00;1,37;1,51;0,00;0,00;1,33;0,00;0,00
gba_locus_3011_iso_8_len_3665_ver_2;PF03169.8;5,12;4,16;5,82;4,10;5,39;5,27;5,93;6,35;1,66
gba_locus_30121_iso_1_len_482_ver_2;PF12056.1;0,00;0,00;0,00;0,00;0,00;1,49;1,29;1,69;0,00
gba_locus_3012_iso_4_len_435_ver_2;not hit found;6,61;8,06;6,84;3,32;5,36;8,31;7,44;4,74;5,88
gba_locus_30130_iso_1_len_383_ver_2;PF01535.13;0,00;0,00;0,00;0,00;0,00;1,16;2,04;0,55;0,00
gba_locus_30132_iso_1_len_379_ver_2;PF04565.9;1,83;0,00;1,13;0,00;5,43;2,91;1,81;2,61;0,00
gba_locus_30135_iso_1_len_967_ver_2;PF02536.7;1,34;0,71;0,75;0,00;0,72;0,00;0,68;0,58;0,00
gba_locus_30137_iso_1_len_315_ver_2;not hit found;3,01;5,23;5,03;3,23;3,13;3,13;3,17;2,66;4,34
gba_locus_30138_iso_3_len_1109_ver_2;not hit found;3,60;2,55;5,03;7,11;6,77;2,33;0,00;4,34;3,25
gba_locus_30139_iso_1_len_665_ver_2;not hit found;1,27;0,89;1,81;-0,20;1,86;0,78;0,00;1,63;0,00
gba_locus_3013_iso_2_len_575_ver_2;not hit found;5,33;5,13;4,48;4,30;3,87;4,26;4,37;3,82;7,16
gba_locus_30140_iso_1_len_332_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;1,01;2,09;1,58;0,00
gba_locus_30143_iso_1_len_1248_ver_2;not hit found;4,04;2,40;3,61;4,78;3,16;0,28;-0,59;3,73;4,34
gba_locus_30147_iso_1_len_1853_ver_2;PF01554.11;2,88;3,06;1,69;4,53;-0,51;1,81;1,92;2,20;1,47
gba_locus_3014_iso_5_len_1546_ver_2;PF02921.7;6,90;7,37;7,26;7,03;7,06;6,92;7,01;6,84;6,46
gba_locus_30150_iso_1_len_303_ver_2;PF01535.13;0,00;0,00;0,00;0,00;0,00;2,25;2,59;0,65;1,52
gba_locus_30156_iso_1_len_380_ver_2;not hit found;0,00;0,00;0,00;0,80;0,00;0,00;0,00;0,00;1,23
gba_locus_30159_iso_1_len_410_ver_2;not hit found;0,00;0,00;0,00;0,93;0,00;0,00;0,61;0,00;0,00
gba_locus_3015_iso_2_len_1396_ver_2;PF04511.8;5,46;5,55;5,41;5,29;5,24;4,81;5,03;5,23;4,50
gba_locus_30163_iso_1_len_377_ver_2;PF01535.13;0,00;1,06;0,00;0,00;0,00;1,86;2,28;1,64;1,73
gba_locus_30165_iso_1_len_516_ver_2;not hit found;0,43;1,21;0,93;0,07;1,20;1,17;1,69;0,79;1,05
gba_locus_3016_iso_1_len_1823_ver_2;not hit found;1,76;2,77;2,88;2,25;4,30;4,42;3,40;0,61;-1,38
gba_locus_30170_iso_2_len_1321_ver_2;PF08137.5;0,99;1,59;1,04;-0,85;-0,22;0,22;0,16;1,86;-0,20
gba_locus_30171_iso_1_len_418_ver_2;not hit found;1,56;0,87;2,42;1,84;2,73;0,00;0,00;0,00;0,00
gba_locus_30172_iso_1_len_291_ver_2;not hit found;0,00;5,06;4,67;1,42;4,73;2,43;3,30;0,85;2,31
gba_locus_30173_iso_1_len_333_ver_2;not hit found;1,20;0,00;0,00;0,00;1,51;0,00;0,00;0,00;0,00
gba_locus_30175_iso_1_len_316_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30176_iso_1_len_593_ver_2;not hit found;0,00;0,75;0,87;0,11;0,61;0,87;1,24;0,48;1,96
gba_locus_3017_iso_3_len_731_ver_2;not hit found;4,98;4,52;4,97;4,05;4,19;3,95;4,00;4,12;3,46
gba_locus_30180_iso_1_len_391_ver_2;not hit found;0,00;2,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30181_iso_1_len_315_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30183_iso_1_len_348_ver_2;not hit found;2,53;2,22;2,92;0,00;1,92;0,00;0,87;0,00;1,92
gba_locus_30188_iso_1_len_685_ver_2;not hit found;0,73;0,34;0,58;0,00;1,52;0,81;-0,04;1,45;0,32
gba_locus_30189_iso_1_len_355_ver_2;not hit found;1,10;0,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_3018_iso_2_len_3646_ver_2;PF00787.17;5,06;4,86;5,05;4,30;4,92;5,40;5,58;5,31;4,61
gba_locus_30191_iso_1_len_441_ver_2;not hit found;0,00;1,73;1,73;0,00;1,65;0,56;0,00;0,71;0,00
gba_locus_30194_iso_3_len_1660_ver_2;PF01582.13;2,91;0,00;-1,45;5,25;4,06;0,00;0,00;1,61;0,91
gba_locus_30197_iso_5_len_677_ver_2;PF02801.15;5,52;0,00;0,38;0,00;0,60;1,67;4,48;7,89;0,00
gba_locus_30198_iso_1_len_294_ver_2;not hit found;2,40;2,85;2,43;2,76;1,71;2,64;2,58;2,02;4,55
gba_locus_3019_iso_5_len_5204_ver_2;PF00046.22;2,58;4,54;3,97;3,31;3,54;3,86;4,57;2,97;4,81
gba_locus_301_iso_1_len_1988_ver_2;PF01327.14;3,87;3,70;3,73;2,57;2,96;5,52;5,62;3,71;3,75
gba_locus_30200_iso_1_len_1023_ver_2;PF00892.13;1,03;0,45;3,08;2,00;1,05;1,00;0,54;0,93;0,00
gba_locus_30202_iso_1_len_361_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,88;1,19;0,00;0,00
gba_locus_30208_iso_1_len_1230_ver_2;not hit found;-0,60;0,94;0,05;-0,54;0,00;-0,86;-1,06;1,07;2,95
gba_locus_3020_iso_2_len_5332_ver_2;PF06472.8;4,37;4,53;4,58;3,77;4,51;4,76;4,95;5,16;3,98
gba_locus_30210_iso_1_len_340_ver_2;not hit found;0,00;0,94;1,30;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30211_iso_1_len_2731_ver_2;not hit found;1,40;2,18;1,95;2,94;1,85;-0,03;-0,09;1,44;1,50
gba_locus_30215_iso_1_len_505_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,62;0,00
gba_locus_30216_iso_1_len_317_ver_2;PF01535.13;0,95;1,36;1,58;0,84;0,00;1,94;1,92;2,10;1,83
gba_locus_30217_iso_1_len_677_ver_2;PF02966.9;2,52;1,63;3,55;2,36;3,70;0,00;1,94;0,17;4,39
gba_locus_30218_iso_1_len_277_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;1,62;0,00;0,00
gba_locus_30219_iso_1_len_392_ver_2;not hit found;2,60;0,00;2,82;2,15;2,57;1,55;1,95;2,01;2,69
gba_locus_3021_iso_6_len_3429_ver_2;PF02516.7;6,68;6,43;6,55;6,17;6,61;6,14;6,47;7,23;6,86
gba_locus_30220_iso_1_len_433_ver_2;not hit found;4,58;5,01;4,82;4,35;4,32;4,68;4,27;3,43;5,81
gba_locus_30221_iso_1_len_3777_ver_2;PF02170.15;1,30;0,63;1,09;0,48;0,97;-1,50;-1,50;2,40;1,08
gba_locus_30223_iso_1_len_466_ver_2;not hit found;3,40;0,00;0,00;0,00;0,00;1,61;1,41;3,21;0,00
gba_locus_30225_iso_2_len_570_ver_2;not hit found;3,51;4,98;4,15;4,59;6,28;3,88;2,83;3,66;0,85
gba_locus_30227_iso_1_len_1478_ver_2;PF01535.13;0,77;1,44;1,04;-0,26;0,62;0,54;0,74;0,95;1,37
gba_locus_3022_iso_4_len_1003_ver_2;PF02453.10;5,95;6,56;5,98;4,45;4,92;4,59;4,13;7,27;6,29
gba_locus_30233_iso_1_len_537_ver_2;not hit found;-0,03;0,00;0,00;0,00;0,00;0,39;0,00;0,00;1,89
gba_locus_30235_iso_1_len_293_ver_2;not hit found;6,19;3,64;4,64;3,90;4,87;4,16;4,17;4,56;6,48
gba_locus_30237_iso_4_len_536_ver_2;not hit found;1,93;1,90;2,45;0,90;2,02;1,26;1,12;2,11;1,24
gba_locus_30238_iso_1_len_488_ver_2;not hit found;0,70;0,37;1,57;0,00;1,17;0,00;0,83;0,88;0,00
gba_locus_30239_iso_1_len_830_ver_2;not hit found;1,34;1,41;1,02;-0,27;1,82;1,73;1,63;1,11;1,97
gba_locus_3023_iso_1_len_1466_ver_2;not hit found;4,17;4,00;4,04;3,68;3,78;3,92;4,20;4,43;5,10
gba_locus_30243_iso_1_len_556_ver_2;not hit found;0,00;0,00;0,43;0,00;1,84;0,00;0,00;1,63;0,00
gba_locus_30244_iso_1_len_404_ver_2;not hit found;1,18;1,15;1,22;0,57;0,00;0,00;0,00;0,97;0,89
gba_locus_30246_iso_2_len_1477_ver_2;PF03016.8;1,19;0,33;0,81;0,00;0,00;0,17;0,30;2,52;2,26
gba_locus_30248_iso_1_len_288_ver_2;not hit found;0,00;0,00;0,00;1,11;0,00;0,00;0,00;0,00;0,00
gba_locus_30249_iso_1_len_1281_ver_2;PF08100.4;6,93;0,00;2,07;0,00;1,62;-0,92;0,00;-0,90;0,00
gba_locus_3024_iso_1_len_2678_ver_2;PF00009.20;4,76;4,85;4,36;3,32;3,64;6,53;6,33;3,90;4,64
gba_locus_30251_iso_3_len_889_ver_2;not hit found;2,13;0,00;0,00;0,00;0,00;-0,51;0,75;4,34;0,00
gba_locus_30252_iso_1_len_403_ver_2;not hit found;0,00;0,00;0,69;0,00;1,34;0,00;0,00;0,00;0,00
gba_locus_30253_iso_1_len_426_ver_2;not hit found;1,40;0,00;0,00;0,75;1,50;0,00;0,00;0,00;0,00
gba_locus_30259_iso_1_len_295_ver_2;not hit found;0,00;1,43;0,00;0,00;0,00;0,00;0,00;0,00;1,93
gba_locus_3025_iso_3_len_1768_ver_2;not hit found;2,41;1,95;1,98;1,00;1,27;3,66;3,77;1,86;2,52
gba_locus_30260_iso_1_len_288_ver_2;not hit found;0,00;1,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30261_iso_1_len_309_ver_2;not hit found;2,60;1,23;1,56;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30262_iso_2_len_323_ver_2;PF01535.13;0,00;0,00;1,39;0,00;1,56;1,64;2,13;1,08;1,59
gba_locus_30263_iso_1_len_404_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30264_iso_1_len_317_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30266_iso_1_len_420_ver_2;not hit found;1,61;0,00;1,55;1,65;3,49;1,12;0,00;1,45;0,00
gba_locus_30267_iso_1_len_435_ver_2;not hit found;0,00;2,72;1,86;0,00;0,00;1,72;0,00;0,00;0,00
gba_locus_3026_iso_2_len_1515_ver_2;not hit found;4,82;4,14;4,71;3,98;4,32;6,16;5,93;4,78;3,59
gba_locus_30270_iso_1_len_478_ver_2;not hit found;0,00;0,54;0,66;0,00;0,00;0,00;0,00;0,46;2,42
gba_locus_30272_iso_1_len_616_ver_2;not hit found;0,76;0,00;1,27;0,68;0,81;0,00;0,00;1,00;0,00
gba_locus_30275_iso_1_len_778_ver_2;not hit found;-0,36;0,38;1,22;-0,85;0,37;0,35;1,48;0,64;1,56
gba_locus_30277_iso_1_len_316_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;1,23;0,00;0,00;0,00
gba_locus_3027_iso_1_len_2767_ver_2;PF01501.13;3,77;3,01;3,14;2,49;3,12;2,52;2,61;4,36;2,81
gba_locus_30282_iso_1_len_302_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30284_iso_1_len_677_ver_2;PF07638.4;0,29;0,45;0,33;3,52;2,44;0,17;0,00;1,33;0,09
gba_locus_30285_iso_1_len_361_ver_2;not hit found;0,00;0,00;0,98;0,00;0,00;0,00;0,00;1,35;0,93
gba_locus_30288_iso_1_len_289_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_3028_iso_3_len_2003_ver_2;PF00483.16;5,00;4,39;4,98;4,21;4,69;4,97;4,94;4,84;3,46
gba_locus_30290_iso_1_len_550_ver_2;not hit found;-0,07;0,00;0,20;0,00;0,00;0,00;0,00;0,00;0,27
gba_locus_30293_iso_1_len_401_ver_2;PF01535.13;0,00;0,00;0,93;0,00;0,00;0,00;1,85;0,92;1,83
gba_locus_30296_iso_1_len_627_ver_2;not hit found;0,00;0,00;1,35;0,15;0,52;0,00;0,00;-0,09;0,00
gba_locus_30298_iso_1_len_1267_ver_2;PF07058.4;2,33;-0,87;1,92;-1,58;-0,40;0,37;0,00;0,66;2,23
gba_locus_3029_iso_4_len_730_ver_2;not hit found;8,76;7,72;8,36;7,74;8,13;7,39;7,71;7,68;6,87
gba_locus_302_iso_1_len_2583_ver_2;PF01490.11;4,29;6,97;6,05;3,81;4,74;4,61;4,34;4,65;2,22
gba_locus_30303_iso_1_len_793_ver_2;not hit found;1,66;2,50;2,65;2,15;2,59;2,62;2,44;3,02;1,99
gba_locus_30305_iso_1_len_335_ver_2;not hit found;0,00;0,00;1,22;2,07;0,00;0,00;0,00;0,00;0,00
gba_locus_30306_iso_1_len_417_ver_2;not hit found;0,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30308_iso_1_len_313_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30309_iso_1_len_289_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_3030_iso_1_len_348_ver_2;not hit found;0,50;0,00;1,16;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30310_iso_2_len_328_ver_2;PF01535.13;0,87;2,67;2,64;1,11;1,58;2,63;2,68;3,09;2,96
gba_locus_30311_iso_1_len_398_ver_2;not hit found;0,00;0,00;1,42;0,59;0,00;0,00;0,00;0,00;0,00
gba_locus_30312_iso_1_len_347_ver_2;not hit found;0,00;1,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30314_iso_1_len_383_ver_2;not hit found;0,98;0,75;1,21;1,58;3,19;1,63;1,10;2,05;1,32
gba_locus_30315_iso_1_len_1106_ver_2;not hit found;2,45;2,82;2,98;2,34;2,68;1,37;1,85;2,16;0,94
gba_locus_30317_iso_1_len_2849_ver_2;PF01388.14;1,90;0,00;0,00;0,00;0,00;-2,09;-2,03;1,88;4,94
gba_locus_3031_iso_1_len_2862_ver_2;PF01487.8;5,93;3,99;6,18;4,93;5,87;4,65;5,60;6,24;4,59
gba_locus_30321_iso_1_len_1839_ver_2;PF00560.26;1,37;0,00;0,55;0,00;1,05;0,00;-1,27;3,22;-0,77
gba_locus_30323_iso_1_len_392_ver_2;not hit found;0,72;0,00;0,00;0,00;0,00;1,75;1,36;0,00;0,00
gba_locus_30324_iso_1_len_810_ver_2;not hit found;1,34;0,73;0,24;0,57;2,51;0,00;0,00;0,66;1,27
gba_locus_30325_iso_1_len_401_ver_2;not hit found;1,96;1,52;1,93;0,00;1,21;1,97;2,18;0,00;0,00
gba_locus_30326_iso_1_len_278_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30327_iso_1_len_493_ver_2;not hit found;0,10;0,00;1,37;0,00;0,00;1,39;1,81;1,12;0,82
gba_locus_30328_iso_1_len_337_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;1,47;1,06;1,25;0,00
gba_locus_3032_iso_1_len_2266_ver_2;PF00646.26;4,01;4,47;4,12;2,72;3,38;4,13;4,10;4,26;2,38
gba_locus_30330_iso_1_len_320_ver_2;not hit found;0,92;1,52;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30334_iso_1_len_340_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30339_iso_1_len_1501_ver_2;PF01535.13;-0,20;1,71;1,34;0,75;1,02;-0,09;0,41;0,77;1,78
gba_locus_3033_iso_3_len_2150_ver_2;PF02309.9;4,83;5,96;4,83;4,33;5,19;4,33;4,43;4,56;5,93
gba_locus_30347_iso_1_len_379_ver_2;not hit found;0,00;0,00;0,64;0,00;0,00;0,00;0,74;0,00;0,00
gba_locus_30348_iso_2_len_804_ver_2;PF01535.13;-0,27;0,19;0,69;0,00;0,99;0,91;1,34;1,16;0,18
gba_locus_3034_iso_2_len_2183_ver_2;PF02934.8;3,96;2,78;3,05;2,72;2,89;4,59;4,56;3,05;4,34
gba_locus_30351_iso_5_len_371_ver_2;PF01535.13;0,50;1,92;1,33;1,97;1,29;1,03;0,99;1,76;3,10
gba_locus_30352_iso_1_len_304_ver_2;not hit found;2,50;2,75;2,92;2,16;0,00;1,64;1,35;1,04;0,00
gba_locus_30357_iso_1_len_589_ver_2;not hit found;-0,17;0,00;0,00;0,00;0,00;0,00;0,82;0,00;0,30
gba_locus_30359_iso_1_len_797_ver_2;not hit found;0,04;-0,38;0,00;0,11;0,00;-0,21;0,00;-0,08;0,56
gba_locus_3035_iso_8_len_5760_ver_2;PF02727.9;5,56;6,26;6,21;4,63;5,72;6,16;6,29;6,11;5,81
gba_locus_30360_iso_1_len_814_ver_2;not hit found;3,34;1,94;2,89;3,15;3,28;0,89;0,41;0,58;2,05
gba_locus_30365_iso_1_len_1529_ver_2;not hit found;0,86;-1,35;0,73;-0,44;0,51;-0,64;0,00;-0,58;2,47
gba_locus_30369_iso_1_len_288_ver_2;not hit found;0,00;0,00;1,85;2,79;3,98;2,31;2,10;0,00;0,00
gba_locus_3036_iso_8_len_7120_ver_2;PF09247.4;3,10;3,02;3,25;2,99;3,67;3,24;3,34;3,71;3,91
gba_locus_30376_iso_1_len_401_ver_2;not hit found;0,00;1,44;1,99;1,26;1,59;0,00;0,00;1,67;0,00
gba_locus_30377_iso_1_len_2143_ver_2;PF02453.10;2,64;1,31;2,09;0,97;2,10;-1,67;0,00;1,20;0,56
gba_locus_30378_iso_1_len_318_ver_2;not hit found;2,11;0,00;2,25;1,09;4,55;0,00;1,70;1,55;0,00
gba_locus_30379_iso_2_len_1289_ver_2;not hit found;0,88;3,46;2,37;3,06;1,73;0,01;-0,75;-0,50;0,53
gba_locus_3037_iso_1_len_3744_ver_2;PF04564.8;3,85;2,39;2,00;4,60;3,67;4,02;3,65;3,82;1,73
gba_locus_30380_iso_1_len_318_ver_2;not hit found;0,00;0,00;0,93;0,00;2,17;0,00;0,00;0,97;0,00
gba_locus_30381_iso_1_len_280_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30382_iso_1_len_299_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30383_iso_1_len_480_ver_2;not hit found;0,52;1,07;1,12;0,56;2,61;1,20;0,37;1,24;1,16
gba_locus_30385_iso_1_len_286_ver_2;not hit found;0,00;0,00;0,00;0,00;1,89;0,00;1,45;0,00;0,00
gba_locus_30386_iso_1_len_323_ver_2;not hit found;0,00;0,00;0,00;0,00;1,82;0,00;0,00;1,79;0,00
gba_locus_30387_iso_1_len_321_ver_2;PF01535.13;0,00;0,00;0,00;0,00;0,00;0,00;1,38;1,44;0,00
gba_locus_30388_iso_1_len_812_ver_2;not hit found;1,02;1,89;1,96;-0,12;0,13;0,01;-0,44;0,00;1,40
gba_locus_3038_iso_3_len_637_ver_2;not hit found;6,06;5,45;6,02;5,62;5,37;4,98;5,04;4,76;4,99
gba_locus_30391_iso_1_len_316_ver_2;not hit found;0,00;1,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30393_iso_1_len_988_ver_2;PF00168.23;-0,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,92
gba_locus_30394_iso_1_len_298_ver_2;not hit found;2,16;0,00;0,00;1,98;0,00;1,77;2,12;0,00;1,67
gba_locus_30395_iso_1_len_912_ver_2;PF05922.9;1,82;1,68;1,40;0,53;2,16;0,00;0,00;2,49;1,43
gba_locus_30398_iso_1_len_331_ver_2;not hit found;4,05;3,61;4,41;3,68;4,34;3,94;4,37;4,11;3,07
gba_locus_30399_iso_1_len_325_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_3039_iso_1_len_1059_ver_2;not hit found;2,77;4,82;4,60;3,25;3,48;5,18;5,34;2,19;1,39
gba_locus_30402_iso_1_len_471_ver_2;not hit found;0,00;0,42;0,68;0,00;0,00;1,23;0,00;0,00;0,00
gba_locus_30403_iso_1_len_317_ver_2;not hit found;0,00;0,00;0,00;0,00;1,59;0,00;0,00;0,00;0,00
gba_locus_30404_iso_1_len_430_ver_2;not hit found;0,00;1,49;1,03;0,00;0,00;0,00;0,00;0,87;0,00
gba_locus_30405_iso_1_len_537_ver_2;not hit found;5,24;0,00;-0,14;4,47;8,17;-0,75;0,00;0,82;0,57
gba_locus_30407_iso_1_len_390_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,64;0,00
gba_locus_30408_iso_1_len_567_ver_2;not hit found;1,15;0,00;0,02;0,00;1,67;0,94;0,87;1,26;0,23
gba_locus_3040_iso_4_len_1613_ver_2;not hit found;5,41;5,89;5,42;4,51;5,10;7,49;7,59;4,99;3,61
gba_locus_30410_iso_1_len_396_ver_2;not hit found;0,00;0,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30418_iso_1_len_469_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;1,73;2,72;0,00;0,00
gba_locus_3041_iso_6_len_6306_ver_2;PF00069.18;4,19;4,85;4,56;3,81;4,77;4,34;4,50;5,17;4,97
gba_locus_30420_iso_1_len_342_ver_2;not hit found;0,00;0,00;0,81;0,00;0,00;0,96;0,90;0,00;0,00
gba_locus_30421_iso_1_len_371_ver_2;not hit found;3,65;1,65;2,40;1,29;5,76;3,78;3,20;2,86;0,00
gba_locus_30422_iso_1_len_441_ver_2;not hit found;0,65;1,73;2,53;1,11;1,55;0,00;0,00;0,00;0,99
gba_locus_30423_iso_2_len_1031_ver_2;not hit found;1,34;1,12;3,45;0,00;0,84;0,00;-0,72;3,21;5,70
gba_locus_30429_iso_1_len_490_ver_2;not hit found;0,00;0,36;1,24;0,00;0,00;0,40;0,60;1,13;1,04
gba_locus_3042_iso_1_len_2668_ver_2;PF00781.17;3,59;3,78;3,72;3,51;3,45;3,79;3,66;3,30;2,90
gba_locus_30432_iso_1_len_282_ver_2;PF08699.3;0,00;0,00;0,00;0,00;2,78;0,00;0,00;1,30;0,00
gba_locus_30433_iso_1_len_300_ver_2;not hit found;1,27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30436_iso_1_len_403_ver_2;not hit found;0,90;2,84;1,65;0,84;2,21;2,19;2,57;2,22;2,48
gba_locus_3043_iso_7_len_3370_ver_2;PF01399.20;6,52;6,96;6,75;5,99;6,53;6,72;6,72;7,01;7,25
gba_locus_30443_iso_1_len_287_ver_2;PF01535.13;0,64;1,65;2,55;1,97;1,60;2,86;3,59;2,90;2,30
gba_locus_30447_iso_1_len_294_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_3044_iso_4_len_6312_ver_2;PF02375.10;3,44;2,86;3,20;5,24;4,61;1,44;1,38;2,94;1,59
gba_locus_30451_iso_1_len_554_ver_2;not hit found;0,00;0,17;1,25;0,00;0,00;1,59;1,68;0,00;0,00
gba_locus_30452_iso_1_len_1184_ver_2;not hit found;-0,30;0,29;0,80;2,45;1,70;0,00;-0,86;0,38;-0,21
gba_locus_30455_iso_1_len_284_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;1,34;0,00;1,70
gba_locus_30457_iso_1_len_523_ver_2;not hit found;0,00;0,26;1,21;0,00;0,00;0,00;0,00;1,03;0,93
gba_locus_3045_iso_1_len_2435_ver_2;PF00106.18;4,16;3,77;4,01;3,48;4,52;3,79;3,85;4,07;3,47
gba_locus_30461_iso_1_len_322_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,21;0,00
gba_locus_3046_iso_7_len_2304_ver_2;PF00085.13;6,68;6,49;6,17;5,87;6,22;7,49;6,23;5,50;5,42
gba_locus_30471_iso_1_len_284_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_30472_iso_1_len_419_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;1,06;0,67;1,25
gba_locus_30473_iso_5_len_887_ver_2;PF01535.13;-0,12;0,84;0,97;-0,05;0,00;1,25;1,30;1,21;1,03
gba_locus_30478_iso_1_len_942_ver_2;not hit found;0,96;0,05;-0,75;0,20;0,00;0,00;0,00;0,92;-0,06
gba_locus_30479_iso_1_len_325_ver_2;not hit found;0,00;0,00;0,00;3,05;2,93;0,00;0,00;0,00;0,00
gba_locus_3047_iso_10_len_2424_ver_2;PF02825.13;5,97;7,00;6,34;6,00;6,18;5,88;5,77;6,25;7,92
gba_locus_30480_iso_1_len_681_ver_2;not hit found;0,48;0,12;0,89;-0,18;0,42;0,85;0,34;1,23;0,69
gba_locus_30482_iso_1_len_560_ver_2;not hit found;0,00;0,00;2,36;0,00;2,13;0,00;2,45;1,28;0,00
gba_locus_30484_iso_1_len_1991_ver_2;PF00365.13;2,50;1,76;2,17;2,62;4,54;0,28;0,08;2,56;0,93
gba_locus_30486_iso_1_len_321_ver_2;not hit found;2,54;2,17;1,91;1,61;0,00;1,33;2,14;2,72;3,82
